text,gold_label,pred_label,correct,reasoning,categories
just found out my ex got super into white girl yoga and spirituality lmaooo she went full cheugy i m dying hahaha,SLANG,SLANG,True,"Reasoning: Scanning each token: 'just', 'found', 'out', 'my', 'ex', 'got', 'super', 'into', 'white', 'girl', 'yoga', 'and', 'spirituality', 'lmaooo', 'she', 'went', 'full', 'cheugy', 'i', 'm', 'dying', 'hahaha'.  
- 'white girl yoga' is a colloquial, somewhat stereotypical phrase but not a fixed slang expression — 'white', 'girl', 'yoga' are all standard words used literally here.  
- 'lmaooo' is internet slang (laughing my ass off, extended for emphasis) → slang token.  
- 'cheugy' is a well-documented Gen Z/Millennial slang term meaning outdated/uncool in a specific, often aesthetic or lifestyle-related way (coined ~2021, widely recognized). It’s a standalone slang noun/adjective → slang token.  
- 'i m dying' and 'hahaha' are common expressive phrases, but 'dying' here is hyperbolic idiom (not slang per se — it's mainstream English idiom), and 'hahaha' is onomatopoeic laughter, not classified as slang in this tagging scheme (slang detection focuses on lexical innovations like 'cheugy', 'bop', 'glow up', 'fr', etc.; routine interjections/abbreviations like 'hahaha' or 'i m' are not tagged as slang unless part of a recognized slang construct — and they’re not). 'lmaooo' *is* tagged because it’s a stylized, non-standard orthographic variant of 'lmao', widely adopted as internet slang.  
So only two slang tokens: 'lmaooo' (B-SLANG) and 'cheugy' (B-SLANG). All others are standard or idiomatic but not slang per the scope.

Confirming token count:  
1. just  
2. found  
3. out  
4. my  
5. ex  
6. got  
7. super  
8. into  
9. white  
10. girl  
11. yoga  
12. and  
13. spirituality  
14. lmaooo  
15. she  
16. went  
17. full  
18. cheugy  
19. i  
20. m  
21. dying",syntactic|semantic
nicki minaj just needs that one pop girly to bring her back to life tired of hearing this hippity hoppity scot boo bop music from her her female pop features tag more than her female rap features,NOT_SLANG,SLANG,False,"Reasoning: Scanning each token for slang:
- 'nicki minaj' — proper name, not slang.
- 'just needs that one pop girly' — 'girly' is informal but not Gen Z slang; standard colloquial use.
- 'to bring her back to life' — idiom, but widely accepted standard English (not internet slang).
- 'tired of hearing this' — standard phrasing.
- 'hippity hoppity' — reduplicative phrase, often used playfully or mockingly; appears in memes (e.g., “hippity hoppity your ass is now property”) — yes, this is internet/meme slang, a fixed two-token expression.
- 'scot boo bop' — appears to be a nonsense/parodic phrase mimicking baby talk or meme phonetics; likely intentional slang/meme construction (similar to 'scotty from bloomberg' absurdism or TikTok vocal fry trends). However, 'scot', 'boo', 'bop' individually are not slang here — 'bop' *could* be slang, but in 'scot boo bop', it's part of a rhythmic, nonsensical triplet. Crucially, 'scot boo bop' functions as a unit mocking generic pop tropes — but it’s not a recognized, established slang phrase like 'glow up' or 'fr'. No dictionary or corpus sources treat 'scot boo bop' as standardized slang. So we treat it as non-slang wordplay, not slang.
- 'music from her' — standard.
- 'her female pop features tag more than her female rap features' — 'features' is standard music industry term; 'tag' is verb meaning 'to credit/label', standard usage.

However — 'girly' *can* be slang (e.g., 'girly girl' as identity marker), but alone 'girly' is just an adjective. 'Hippity hoppity' stands out: it’s a well-documented meme phrase (e.g., viral TikTok audio “Hippity hoppity, your ass is now property of…”), used ironically or absurdly — and consistently appears as a fixed two-word unit. That qualifies as internet slang.

So only 'hippity' and 'hoppity' together form a slang expression: 'hippity hoppity' → B-SLANG I-SLANG.

All other tokens",syntactic|semantic|hallucination
wait holy shit i ratiod fallenchungus,SLANG,SLANG,True,"Scanning each token: 'wait' is standard. 'holy shit' is a common expletive phrase — while informal, it's not Gen Z internet slang per se; however, in contemporary online contexts, it's often used as an intensifier and considered part of informal internet register, but not *slang* in the sense of novel lexical innovation. 'i' is standard. 'ratiod' is internet slang (past tense of 'ratio'), meaning to receive significantly more replies/likes than likes, indicating social media backlash — this is a recognized slang verb. 'fallenchungus' is a meme name (a corrupted version of 'fallen chungus', referencing a viral meme character) — it's a proper noun derived from internet culture, but functions as a named entity, not slang *usage*; however, its very construction ('fallen' + 'chungus') relies on meme-slang morphology, and 'chungus' itself is established slang (from 'Big Chungus' meme meaning something large/absurd). Since 'ratiod' is unambiguously slang and 'fallenchungus' is a compound built from slang roots and used as a meme identifier in slang contexts, the full phrase 'ratiod fallenchungus' is slang-driven. But per token: 'ratiod' is B-SLANG; 'fallenchungus' is a single token and a meme-derived proper noun — in slang detection tasks, such meme names are typically tagged as slang when they originate from and function within internet slang ecosystems. So 'ratiod' = B-SLANG, 'fallenchungus' = B-SLANG (not I-SLANG, since it's one token and not part of a multi-token slang phrase with 'ratiod'; 'ratiod' and 'fallenchungus' are separate lexical items — 'ratiod' is the verb, 'fallenchungus' is the object). Therefore, only 'ratiod' and 'fallenchungus' are slang tokens. 'wait', 'holy', 'shit', 'i' are not slang: 'holy shit' is a fixed phrase but not classified as slang under typical Gen Z slang annotation schemes (it's conventionalized profanity, not innovative slang). So B-SLANG for 'ratiod', B-SLANG for 'fallenchungus'. The other four tokens are O.",syntactic|semantic
you had a salty door mine was rusty but its not now lmao i assume you got hit by the autocorrect with salty lmao,NOT_SLANG,SLANG,False,"Scanning each token: 'salty' is Gen Z slang meaning bitter, annoyed, or resentful — appears twice, both in slang usage. 'rusty' is used literally (describing a door), not slang. 'lmao' is internet slang for 'laughing my ass off' — appears twice, both slang. 'autocorrect' is standard tech term, not slang. All other tokens ('you', 'had', 'a', 'door', 'mine', 'was', 'but', 'its', 'not', 'now', 'i', 'assume', 'you', 'got', 'hit', 'by', 'the', 'with', 'lmao') — 'lmao' is slang, others are standard. So slang tokens are: 'salty' (1st occurrence → B-SLANG), 'lmao' (1st → B-SLANG), 'salty' (2nd → B-SLANG), 'lmao' (2nd → B-SLANG). Note: 'salty' and 'lmao' are single-token slang expressions — no multi-word spans. Total tokens = 24. Let's list them with indices to confirm count:

1. you  
2. had  
3. a  
4. salty  
5. door  
6. mine  
7. was  
8. rusty  
9. but  
10. its  
11. not  
12. now  
13. lmao  
14. i  
15. assume  
16. you  
17. got  
18. hit  
19. by  
20. the  
21. autocorrect  
22. with  
23. salty  
24. lmao  

Yes, 24 tokens. Slang tokens at positions 4, 13, 23, 24 → all B-SLANG (no I-SLANG needed since none are multi-word). All others are O.",syntactic|semantic|hallucination
made a little afternoon snack for the human toilets,NOT_SLANG,SLANG,False,"Scanning each token: 'made', 'a', 'little', 'afternoon', 'snack', 'for', 'the', 'human', 'toilets'. The phrase 'human toilets' is internet slang used mockingly or deprecatingly to refer to people (often in meme contexts), implying they’re gross, useless, or unworthy — it functions as a compound slang insult. Since 'human toilets' is a two-token slang expression (not a single lexical unit but a fixed derogatory collocation), 'human' is the first token and 'toilets' the second. Thus, 'human' → B-SLANG, 'toilets' → I-SLANG. All other tokens are standard English with no slang function.",syntactic|semantic
green flag is in the air for the start of stage for the series sheldon creed leads the way,NOT_SLANG,SLANG,False,"Scanning each token: 'green flag' is an internet slang expression meaning a positive sign or encouraging indicator (opposite of 'red flag'). It appears as a two-token phrase here — 'green' and 'flag' — and is used figuratively, not literally (no actual flag is involved; it's metaphorical). All other tokens — 'is in the air for the start of stage for the series sheldon creed leads the way' — are standard English. So only 'green flag' is slang, forming a contiguous two-token slang expression.",syntactic|semantic
caps,NOT_SLANG,SLANG,False,"'caps' is internet slang meaning ""calm down"" or ""stop exaggerating"", often used as a standalone interjection. It is a recognized slang term in online discourse. So this is SLANG.",syntactic|semantic|hallucination
a thread on how im saving for capitano nobodys gonna see it its mostly for me and my beautiful progress for that pookie,NOT_SLANG,SLANG,False,"Scanning each token: 'a', 'thread', 'on', 'how', 'im', 'saving', 'for', 'capitano', 'nobodys', 'gonna', 'see', 'it', 'its', 'mostly', 'for', 'me', 'and', 'my', 'beautiful', 'progress', 'for', 'that', 'pookie'.  
- 'im' is a common informal contraction of 'I'm' — not slang per se, but standard internet orthography; not considered slang in this tagging scheme (slang requires non-standard lexical meaning or cultural coinage).  
- 'gonna' is a phonetic spelling of 'going to' — widely recognized as informal/colloquial, but in most slang annotation frameworks (including Gen Z internet slang detection), it's treated as *informal register*, not *slang*, unless part of a fixed slang phrase (e.g., 'gonna be iconic'). Here it’s just grammatical reduction.  
- 'capitano' is Italian for 'captain'; used here likely as a proper noun (e.g., a username, character, or inside reference), but without evidence of slang meaning (e.g., no widespread internet usage as slang), so O.  
- 'pookie' is a term of endearment (like 'boo', 'babe'), used across generations — while affectionate and informal, it's not Gen Z–specific slang nor a newly coined lexical item with shifted meaning; it's established colloquial English. However, in contemporary internet contexts, 'pookie' *has gained renewed traction as playful, affectionate slang*, especially in meme/Gen Z spaces (e.g., ""my pookie"", ""pookie energy""). It functions as a lexicalized term of endearment with stylistic slang flavor — and crucially, it appears *at the end* as a standalone vocative/nickname, reinforcing its role as an intimate, stylized label. Per annotation guidelines prioritizing culturally marked, non-dictionary, internet-native lexical items, 'pookie' qualifies as slang here. No other tokens meet the threshold: 'nobodys' (contraction of 'nobody's') and 'its' (contraction of 'it's') are orthographic variants, not slang. So only 'pookie' is slang — a single-token expression → B-SLANG. All others are O.",syntactic|semantic|hallucination
sweetie pie pookie bear you big old softy,SLANG,NOT_SLANG,False,"Scanning each token: 'sweetie pie', 'pookie bear' are affectionate nicknames — common in internet and casual speech, but they are established compound terms with long-standing usage (not newly coined Gen Z slang). 'you big old softy' is idiomatic but standard English phrasing. None of these terms are considered contemporary internet slang (e.g., no 'slay', 'cap', 'rizz', 'cheugy', etc.). While affectionate, they are not classified as slang in the target annotation scheme (which focuses on *internet/Gen Z slang* like 'glow up', 'bop', 'fr', 'fcol'). So this sentence contains no slang expressions.",syntactic|semantic
and she is already back in her shit all that happened is that she saw jasmine crockett going viral and copied her long enough to get a spotlight at the dnc she s an influencer nothing more just better at it than her squad,SLANG,SLANG,True,"Scanning each token for slang:  
- 'shit' (token 6) is slang meaning a chaotic or problematic situation — commonly used in Gen Z/internet contexts.  
- 'going viral' (tokens 14–15) is standard phrase, not slang (widely adopted into formal usage; not marked as slang per our criteria).  
- 'dnc' (token 23) is an acronym for Democratic National Convention — standard institutional abbreviation, not slang.  
- 'influencer' (token 26) is a mainstream term, now standard in media/business lexicon — not slang.  
- 'squad' (token 33) *can* be slang (meaning friend group), but it has been fully lexicalized and is widely used in neutral/formal contexts (e.g., “marketing squad”, “healthcare squad”) — per annotation guidelines, we only tag terms that are *distinctively informal/internet-native slang*, not just colloquialisms that have entered broad usage. 'Squad' is borderline, but given its high mainstream adoption and lack of strong subcultural novelty here, it’s not tagged as slang.  
- 'she s' (token 28) is a contraction ('she’s') — contractions are grammatical, not slang.  
- No other tokens (e.g., 'copied', 'spotlight', 'long enough', 'better at it') qualify as slang.  
Thus, only 'shit' is unambiguously slang in this context — a single-token slang expression. All other tokens are standard English or normalized terms.",syntactic|semantic
my computer froze time for a cad,SLANG,NOT_SLANG,False,"Scanning each token: 'my', 'computer', 'froze', 'time', 'for', 'a' are all standard English words. 'cad' is an archaic British term for a dishonest or unscrupulous man — it's not contemporary internet slang, and in this context (""time for a cad"") it appears to be either a typo or misused; however, no evidence suggests it's used here as modern slang. There is no Gen Z or internet slang present (e.g., 'cad' is not slang for 'caddy', 'candle', or anything trending). Thus, no slang tokens — NOT_SLANG.",syntactic|semantic|hallucination
and if i said the rolls and butter are mid,SLANG,SLANG,True,"Scanning each token: 'and', 'if', 'i', 'said', 'the', 'rolls', 'and', 'butter', 'are', 'mid'. The word 'mid' appears at the end. In Gen Z slang, 'mid' means mediocre or average — and here it's used descriptively to criticize the quality of rolls and butter (not in a gaming context), which aligns with slang usage. It's a standalone slang adjective. No other tokens are slang. So this is SLANG.",syntactic|semantic
par contre notre ancien bourreau a bien glow up en  ans,SLANG,SLANG,True,"The text is French: 'par contre' (but), 'notre ancien bourreau' (our former executioner/bully), 'a bien glow up' — here 'glow up' is an English slang expression borrowed into French, meaning a positive transformation. It appears as a loan phrase and retains its slang status. 'en  ans' seems to have a missing number (e.g., 'en 2 ans'), but 'en' and 'ans' are standard French words. So only 'glow up' is slang — two tokens, B-SLANG followed by I-SLANG. All other tokens are standard French or neutral. Therefore, this is SLANG.",syntactic|semantic
that accident was really un4tun8,SLANG,SLANG,True,"Scanning each token: 'that', 'accident', 'was', 'really' are standard English words. 'un4tun8' is leetspeak for 'unfortunate' — replacing 'for' with '4' and 'ate' with '8'. Leetspeak is a recognized form of internet slang, especially in informal digital communication. Since 'un4tun8' is a single-token slang expression, the sentence contains slang. This is SLANG.",syntactic|semantic
also unlike mr ruder mr breeden appears to be in a position to get somewhere with his agenda,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'also', 'unlike', 'mr', 'ruder', 'mr', 'breeden', 'appears', 'to', 'be', 'in', 'a', 'position', 'to', 'get', 'somewhere', 'with', 'his', 'agenda' — all are standard English words used in formal, professional context (likely regulatory or corporate governance). 'Mr' is a title, not slang. 'Somewhere' is used literally ('make progress'), not as slang (e.g., 'somewhere' isn’t used here in the Gen Z sense of 'impressive/cool'). No internet, youth, or colloquial slang present. This is formal prose — NOT_SLANG.",syntactic|semantic
k views and  likes may want to fire your social media guy,NOT_SLANG,SLANG,False,"Scanning each token: 'k' is internet slang meaning 'thousand' (e.g., '10k views'). 'views' and 'likes' are standard nouns but appear in a slang-heavy context; however, they themselves are not slang. The phrase 'k views and likes' uses 'k' as a slang abbreviation. 'may want to fire your social media guy' is standard English. So only 'k' is slang — a single-token slang expression. All other tokens are standard.",syntactic|semantic|hallucination
yea i couldn t believe i started seeing those clips but then again i could niggas do whatever for a lil clout,NOT_SLANG,SLANG,False,"Reasoning: Scanning each token: 'yea' is informal but not slang — it's a common variant spelling of 'yeah', widely accepted in standard English. 'i', 'couldn', 't', 'believe', 'i', 'started', 'seeing', 'those', 'clips', 'but', 'then', 'again', 'i', 'could', 'niggas', 'do', 'whatever', 'for', 'a', 'lil', 'clout' — now examine potential slang: 'niggas' is a highly charged, nonstandard, colloquial/vernacular term; however, in linguistic slang detection (especially for Gen Z internet slang), it's considered part of African American Vernacular English (AAVE) and often classified as slang in informal digital contexts. 'lil' is slang for 'little' (common Gen Z abbreviation). 'clout' here means social media influence — while 'clout' has entered mainstream usage, its meaning as 'social media fame/influence' is a slang-derived sense (originally internet slang). So 'lil' and 'clout' are slang tokens. 'niggas' is also slang — but note: it's a single-token slang expression (not multi-word). However, 'niggas' appears alone — no continuation — so B-SLANG. 'lil' is B-SLANG. 'clout' is B-SLANG. No I-SLANG needed since all are single-token slang terms. Confirm count: tokens are:  
1. yea  
2. i  
3. couldn  
4. t  
5. believe  
6. i  
7. started  
8. seeing  
9. those  
10. clips  
11. but  
12. then  
13. again  
14. i  
15. could  
16. niggas  
17. do  
18. whatever  
19. for  
20. a  
21. lil  
22. clout  
That’s 22 tokens. Slang tokens: 'niggas' (16), 'lil' (21), 'clout' (22). All are standalone — no multi-word slang phrases like 'glow up' here. So tags: O for 1–15, B-SLANG for 16, O for 17–20, B-SLANG for 21",syntactic|semantic|hallucination
i sent several forms in fax including the submission request for revisal they dont have supper club on there sir and it is not coincidence the coincidence would be in the commentarysignificance of revenue application and how private,SLANG,NOT_SLANG,False,"Scanning each token: This is a formal, bureaucratic/business communication about submitting forms, faxing, revisal requests, and revenue applications. Terms like 'fax', 'submission request', 'revisal', 'commentary significance', 'revenue application' are domain-specific formal terminology — not Gen Z or internet slang. 'Supper club' is a standard noun phrase (a type of dining event), not slang here. 'Sir' is a polite form of address. No tokens match known internet slang (e.g., no 'fr', 'bop', 'glow up', 'mid' used slangily, 'cap', 'sus', etc.). The text is professional, literal, and jargon-heavy but not slangy. Therefore, this is NOT_SLANG.",syntactic|semantic
green flag waves in milwaukee,NOT_SLANG,SLANG,False,"Scanning each token: 'green flag' is internet slang meaning a positive sign or indicator (e.g., in dating or social contexts). Here, it's used metaphorically — not literally about a flag — and fits the slang definition. 'waves in milwaukee' are standard words, but 'green flag' is a two-token slang expression. So 'green' is B-SLANG and 'flag' is I-SLANG. The rest are O.",syntactic|semantic|hallucination
she looks like she ate the thin one,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'she looks like she ate the thin one' — this is a meme-based slang expression referencing the ""Thin One"" meme (from the movie *The Dark Knight*, where the Joker says “Why so serious?” while holding a knife, often edited with “the thin one” as a punchline). However, the phrase “ate the thin one” is not established slang. More plausibly, this is a misremembered or parodic reference to “she ate the whole thing”, but no widely recognized slang usage exists here. 'Thin one' is literal (adjective + noun), and no token functions as internet/Gen Z slang in standard usage. No slang expression is present, so this is NOT_SLANG.",syntactic|semantic
now youre doing that trendmewing,NOT_SLANG,SLANG,False,"Scanning each token: 'now' is standard. 'youre' is a contraction of 'you are', standard. 'doing' is standard verb. 'that' is standard determiner. 'trendmewing' — this is a portmanteau of 'trend' + 'mewing' (a viral TikTok trend involving jawline exercises). It's a single-word, non-dictionary, internet-born compound used to refer to participating in that specific trend. This qualifies as Gen Z slang. Since it's one token, it gets B-SLANG. All other tokens are standard.",syntactic|semantic
people need to stop setting forest fires climate change isn t real we need the gas of life co to live,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'people', 'need', 'to', 'stop', 'setting', 'forest', 'fires', 'climate', 'change', 'isn', 't', 'real', 'we', 'need', 'the', 'gas', 'of', 'life', 'co', 'to', 'live' — all are standard English words or contractions. 'CO' is the chemical formula for carbon monoxide, used literally here (not slang). 'Gas of life' is a misstatement (oxygen is the gas of life, not CO), but still literal usage, not slang. No internet slang, Gen Z terms, abbreviations, or nonstandard usages appear. Thus, this is NOT_SLANG.",syntactic|semantic
theres no bigger red flag to wave this is absolutely criminal kamala harris needs to be held accountable this is  her responsibility now that biden is on permanent leave,SLANG,NOT_SLANG,False,"Scanning each token: 'theres' (contraction of 'there is'), 'no', 'bigger', 'red flag', 'to', 'wave', 'this', 'is', 'absolutely', 'criminal', 'kamala', 'harris', 'needs', 'to', 'be', 'held', 'accountable', 'this', 'is', 'her', 'responsibility', 'now', 'that', 'biden', 'is', 'on', 'permanent', 'leave' — all are standard English words or proper nouns. 'Red flag' is an idiom, but it's widely accepted in formal and informal usage and not considered Gen Z/internet slang in this context; it's used literally to mean a warning sign. 'Permanent leave' is a euphemism but not slang. No tokens meet the criteria for Gen Z or internet slang (e.g., no 'cap', 'sus', 'rizz', 'glow up', 'bop', 'fr', etc.). Thus, no slang expression is present.",syntactic|semantic|hallucination
they hooked up last night definitely a smash,SLANG,SLANG,True,"Scanning each token: 'they', 'hooked', 'up', 'last', 'night', 'definitely', 'a' — all standard English words. 'smash' is Gen Z slang meaning a successful romantic/sexual encounter (e.g., ""they hooked up... definitely a smash""). This usage is slang, not the literal meaning of 'smash'. So 'smash' is a slang term here. It's a single-token slang expression.",syntactic|semantic
beta becomes booring so quickly cuz people stick with one weapon whole beta,NOT_SLANG,SLANG,False,"Scanning each token: 'beta' is standard gaming terminology (referring to a pre-release test phase), not slang in this context. 'booring' is a misspelling of 'boring' — not a recognized slang term; it's just an error. 'cuz' is internet slang for 'because', widely used in informal digital communication. 'people stick with one weapon whole beta' are standard words/phrases. So only 'cuz' qualifies as slang. Thus, the sentence contains slang and is SLANG.",syntactic|semantic|hallucination
that wasnt a dime that was a direct deposit to his bank account sheesh,SLANG,SLANG,True,"Scanning each token: 'dime' is slang meaning an attractive person (e.g., ""a dime"" = a 10/10), but here it's used metaphorically — contrasting 'a dime' with 'a direct deposit', implying the person’s value or impact was enormous, not just physical attractiveness. This is figurative but still rooted in slang usage of 'dime'. However, 'direct deposit' and 'bank account' are literal financial terms. 'Sheesh' is internet slang expressing disbelief or awe — widely recognized as slang. So 'sheesh' is B-SLANG. 'dime' is also slang (B-SLANG), but note: 'a dime' appears twice — first occurrence is 'a' (O) + 'dime' (B-SLANG); second is 'a' (O) + 'direct' (O) etc. Let's list tokens:  
1. that  
2. wasnt  
3. a  
4. dime  
5. that  
6. was  
7. a  
8. direct  
9. deposit  
10. to  
11. his  
12. bank  
13. account  
14. sheesh  

'dime' (token 4) = slang → B-SLANG  
'sheesh' (token 14) = slang → B-SLANG  
All others are standard English words used literally (e.g., 'direct deposit', 'bank account' are formal financial terms; 'wasnt', 'that', etc. are standard contractions/terms). No multi-word slang phrases like 'glow up' — 'direct deposit' is not slang, it's technical terminology. So only two isolated slang tokens: 'dime' and 'sheesh'. Both are single-token slang expressions. Thus:  
Token 4 → B-SLANG  
Token 14 → B-SLANG  
All others → O",syntactic|semantic
bruh u already on this thread admitting you was wrong now you having fun lmfaoooo sheesh,SLANG,SLANG,True,"Scanning each token: 'bruh' is Gen Z/internet slang (expression of disbelief or camaraderie). 'u' is slang for 'you'. 'already' is standard. 'on this thread' is literal. 'admitting' is standard. 'you was wrong' — 'was' used with plural 'you' is nonstandard grammar but not slang per se; however, 'you was' is a recognized AAVE-influenced construction sometimes tagged as slang in informal contexts, but here the focus is on lexical slang, not grammatical variation. 'now' is standard. 'you having fun' — 'having' without 'are' is nonstandard contraction, but again, not lexical slang. 'lmfaoooo' is internet slang (elongated 'laughing my fucking ass off'). 'sheesh' is Gen Z slang expressing exasperation or awe. So slang tokens are: 'bruh', 'u', 'lmfaoooo', 'sheesh'. Note: 'lmfaoooo' is one token (no space), so it gets one tag. All others are standard. Therefore, B-SLANG tags for 'bruh', 'u', 'lmfaoooo', 'sheesh'; all others O. Total tokens: 16 → verify count:  
""bruh"" (1), ""u"" (2), ""already"" (3), ""on"" (4), ""this"" (5), ""thread"" (6), ""admitting"" (7), ""you"" (8), ""was"" (9), ""wrong"" (10), ""now"" (11), ""you"" (12), ""having"" (13), ""fun"" (14), ""lmfaoooo"" (15), ""sheesh"" (16) → yes, 16 tokens.  
Slang tokens at positions 1, 2, 15, 16 → tags: B-SLANG, B-SLANG, O, O, O, O, O, O, O, O, O, O, O, O, B-SLANG, B-SLANG.",syntactic|semantic
bop it,NOT_SLANG,SLANG,False,"Scanning each token: 'bop' is Gen Z slang meaning a catchy, enjoyable song (noun) or to enjoy/endorse something (verb). Here it's used as a verb in the imperative — 'bop it' is a playful, slangy command meaning 'enjoy it' or 'go for it', echoing the game 'Bop It'. 'it' is a pronoun, not slang. So only 'bop' is slang, and it's a single-token slang expression.",syntactic|semantic|hallucination
i bet this guy finds videos of black ppl commiting crimes on twitter and makes racist comments idek why just got a feeling,NOT_SLANG,SLANG,False,"Scanning each token: 'i', 'bet', 'this', 'guy', 'finds', 'videos', 'of', 'black', 'ppl', 'commiting', 'crimes', 'on', 'twitter', 'and', 'makes', 'racist', 'comments', 'idek', 'why', 'just', 'got', 'a', 'feeling' — all are standard English words except 'ppl' and 'idek'. 'ppl' is internet slang for 'people', and 'idek' is slang for 'I don't even know'. Both are widely recognized internet abbreviations. No multi-word slang phrases (e.g., 'black ppl' is not a slang unit — 'ppl' alone is the slang token). So two separate slang tokens: 'ppl' → B-SLANG, 'idek' → B-SLANG. All others are O. The sentence contains slang, so this is SLANG.",syntactic|semantic|hallucination
any character goes btw humans not so much but anything nintendo or furry like is fine colors and mood can be changed but if not requested i would keep it colorful,NOT_SLANG,SLANG,False,"Reasoning: Scanning each token for Gen Z/internet slang:  
- 'any', 'character', 'goes', 'btw', 'humans', 'not', 'so', 'much', 'but', 'anything', 'nintendo', 'or', 'furry', 'like', 'is', 'fine', 'colors', 'and', 'mood', 'can', 'be', 'changed', 'but', 'if', 'not', 'requested', 'i', 'would', 'keep', 'it', 'colorful'  
'btw' is internet slang for 'by the way' — a well-established, single-token slang abbreviation.  
'furry' is a subcultural term, but in this context it's used literally (referring to the furry fandom), not as slang per se — however, 'furry' *is* widely recognized as internet/subcultural slang in broader usage, especially when paired with 'Nintendo' in creative contexts (e.g., 'furry Nintendo crossover'). But critically, 'furry' here is a noun denoting an identity/community, not used metaphorically or non-literally — and per our task definition (Gen Z/internet slang *expressions*), standalone nouns like 'furry' are only slang if used idiomatically (e.g., 'that’s so furry' as praise). Here it's literal.  
'colorful' is standard English, not slang (despite 'vibes' or 'aesthetic' being slangier — 'colorful' is neutral/descriptive).  
No other tokens qualify: 'goes', 'fine', 'btw' — only 'btw' is unambiguously slang. It stands alone; no multi-word slang phrases (e.g., 'not so much' is idiomatic but *standard English*, not slang — it's in dictionaries as a conventional phrase). So only 'btw' gets B-SLANG. All others are O.  
Count: tokens = 31 → verify:  
""any character goes btw humans not so much but anything nintendo or furry like is fine colors and mood can be changed but if not requested i would keep it colorful""  
Let’s count:  
1.any 2.character 3.goes 4.btw 5.humans 6.not 7.so 8.much 9.but 10.anything 11.nintendo 12.or 13",syntactic|semantic|hallucination
whaddya wanna bet they bussed these dweebs in from georgia,SLANG,SLANG,True,"Scanning each token: 'whaddya' is slang contraction of 'what do you', common in informal speech. 'wanna' is slang for 'want to'. 'bet' here is used idiomatically ('whaddya wanna bet') — but this phrase is idiomatic, not slang per se; however, 'whaddya' and 'wanna' are widely recognized as informal/slang contractions. 'they bussed these dweebs in from georgia' — 'bussed' is standard verb (past of bus), 'dweebs' is slang meaning uncool or socially awkward people. So 'dweebs' is slang. 'georgia' is a proper noun, not slang. So slang tokens are: 'whaddya', 'wanna', 'dweebs'. Each is a standalone slang word — no multi-word slang phrases here. All three are B-SLANG (no continuations). The rest are O. Total tokens: 10 → 'whaddya', 'wanna', 'bet', 'they', 'bussed', 'these', 'dweebs', 'in', 'from', 'georgia'.",syntactic|semantic
shook booms full rocker dubstep is for kit from land of mu dont make me sound so dumb i know its wrong let me be my way about it sue drew see if i care,NOT_SLANG,SLANG,False,"Reasoning: Let's analyze token-by-token for slang usage:

- 'shook': Gen Z slang meaning deeply shocked or emotionally overwhelmed → B-SLANG  
- 'booms': Could be onomatopoeic, but in internet contexts sometimes used as slang for ""loud successes"" or exaggerated impact; however, here it's likely literal (sound booms) or poetic — not established slang. But paired with 'shook', 'shook booms' is *not* a known fixed slang phrase. So 'booms' alone is not slang.  
- 'full': Standard adjective — O  
- 'rocker': Could mean one who rocks (slang), but 'full rocker' isn’t a recognized slang phrase; more likely literal (e.g., rocking motion) or misused — no evidence of slang use here.  
- 'dubstep': Genre name — standard noun, not slang.  
- 'is': O  
- 'for': O  
- 'kit': Slang? In UK English, 'kit' can mean equipment; in gaming/internet, sometimes short for 'kitchen' or 'kitbash', but not widely recognized slang. Here, 'kit from land of mu' suggests fictional/absurdist phrasing — but 'kit' itself isn’t slang.  
- 'from': O  
- 'land': O  
- 'of': O  
- 'mu': Refers to the mythical lost continent — proper noun, not slang.  
- 'dont': Contraction — O  
- 'make': O  
- 'me': O  
- 'sound': O  
- 'so': O  
- 'dumb': Standard adjective — though 'dumb' has slang connotations (e.g., “that’s dumb” = bad), it’s fully lexicalized and not *internet-specific* slang here; it's used literally (""don’t make me sound so dumb"") → O  
- 'i': O  
- 'know': O  
- 'its': O  
- 'wrong': O  
- 'let': O  
- 'me': O  
- 'be': O  
- 'my': O  
- 'way': O  
- 'about': O  
- 'it': O  
- 'sue': O  
- 'drew': Proper noun — O  
- 'see': O  
- 'if': O  
- 'i': O  
- 'care': O  

Wait — reconsider 'shook':",syntactic|semantic|hallucination
make sense make sense lore accurate rias,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'make sense' appears twice — this is a standard English phrase, not slang. 'lore accurate' is a compound descriptor used in fandom/gaming contexts meaning consistent with established canon; while 'lore' itself is jargon, it's widely accepted as standard terminology (not Gen Z slang), and 'accurate' is literal. 'rias' is a proper noun (likely referencing a character from High School DxD) — proper nouns are not slang. No tokens meet the criteria for Gen Z or internet slang usage. So this is NOT_SLANG.",syntactic|semantic
