text,gold_label,pred_label,correct,reasoning,categories
it s only a skip tho because of gunna and his mumble rapping had it been the vibe like i ll be loving you long time the song would ve definitely been a bop,SLANG,SLANG,True,"Scanning tokens:
1. 'it': standard pronoun.
2. 's': contraction of 'is', standard usage.
3. 'only': standard adverb.
4. 'a': article.
5. 'skip': slang here meaning skipping/skipping a song? Possibly slang usage.
6. 'tho': slang abbreviation for 'though'.
7. 'because': standard preposition.
8. 'of': preposition.
9. 'gunna': a rapper's name, possibly slang for ""going to"" but context suggests name of artist.
10. 'and': standard conjunction.
11. 'his': pronoun.
12. 'mumble': slang adjective used to describe mumble rap.
13. 'rapping': slang noun for hip-hop style.
14. 'had': standard verb.
15. 'it': pronoun.
16. 'been': verb.
17. 'the': article.
18. 'vibe': slang meaning the feeling/mood.
19. 'like': could be slang filler, but here likely means 'similar to'.
20. 'i': pronoun.
21. 'll': contraction 'will'.
22. 'be': verb.
23. 'loving': verb.
24. 'you': pronoun.
25. 'long': adjective.
26. 'time': noun.
27. 'the': article.
28. 'song': noun.
29. 'would': verb.
30. 've': contraction 'have'.
31. 'definitely': adverb.
32. 'been': verb.
33. 'a': article.
34. 'bop': slang meaning a really good song.

Slang expressions:
- Token 5 'skip': slang meaning not keeping a song/avoiding it (music slang).
- Token 6 'tho': slang abbreviation.
- Token 12 'mumble': slang descriptor.
- Token 13 'rapping': slang term for rap music.
- Token 18 'vibe': slang.
- Token 34 'bop': slang.

Each slang is single token or part of phrase? 'mumble rapping' could be considered two-word slang, but 'rapping' alone is slang too. However 'mumble' is slang. 'mumble rapping' is a two-word slang phrase (mumble rap). Treat as B-SLANG on 'mumble' and I-SLANG on 'rapping'.

'skip tho' not a multi-word slang; 'tho' is separate slang.",syntactic|semantic
symphony was always a bop what y all talkin bout,SLANG,SLANG,True,"Scanning each token: 'symphony', 'was', 'always' are standard words. 'a' is a standard article. 'bop' is slang for a really good song. 'what' is standard. 'y' is a slang abbreviation for 'you'. 'all' is standard but here part of a slang phrase ""y'all"" (contracted form). 'talkin' is slang for 'talking'. 'bout' is slang for 'about'. So slang expressions are: 'bop' (single token), 'y' (could be considered as slang abbreviation) but also ""y'all"" and ""talkin bout"" as slang. Let’s analyze slang spans: 'bop' is a single slang token, 'y all talkin bout' is a slang phrase that is equivalent to 'you all talking about' in slang/casual internet speech. However, each token ('y', 'all', 'talkin', 'bout') individually can be considered slang usage, so the entire phrase 'y all talkin bout' is slang. However, strictly per BIO tagging rules for multi-word slang, we should treat them as continuous slang tokens. So overall slang tokens: 'bop' and 'y all talkin bout'.  

Step-by-step:  
- Token 0 'symphony': O  
- Token 1 'was': O  
- Token 2 'always': O  
- Token 3 'a': O  
- Token 4 'bop': B-SLANG (single slang word)  
- Token 5 'what': O  
- Token 6 'y': B-SLANG (beginning of slang phrase 'y all talkin bout')  
- Token 7 'all': I-SLANG  
- Token 8 'talkin': I-SLANG  
- Token 9 'bout': I-SLANG",syntactic|semantic
letterboxd vibe check wannabe pretentious lesbian edition,SLANG,SLANG,True,"Scanning each token: 'letterboxd' is a platform name, possibly a proper noun but not slang. 'vibe check' is Gen Z slang for assessing the mood/energy — a two-token slang phrase. 'wannabe pretentious lesbian edition' are descriptive words used literally, not slang. The sentence contains the slang expression 'vibe check', so this is SLANG.",syntactic|semantic
stop yapping i said he didnt sold out and you said he did now show me his sold out plaque simple,SLANG,SLANG,True,"Scanning each token: 'stop' — standard word. 'yapping' — slang meaning talking a lot/chatting endlessly (Gen Z slang). 'i', 'said', 'he', 'didnt', 'sold', 'out', 'and', 'you', 'said', 'he', 'did', 'now', 'show', 'me', 'his', 'sold', 'out', 'plaque', 'simple' — all standard English words. 'sold out' here appears twice, but it's used in literal sense (a sold out plaque implies an award for selling tickets). It is not slang meaning betraying principles. The slang expression is the single token 'yapping'. So this is SLANG.",syntactic|semantic
winged snack,NOT_SLANG,SLANG,False,"Scanning each token: 'winged snack' is an idiomatic phrase from Gen Z slang, referring to a snack someone took without permission. This is slang expression, not literal birds/wings. So this is slang expression spanning both tokens.",syntactic|semantic|hallucination
historia wasnt supposed to kill eren historia and floch were the only ones on erens side what the fuck are you yapping about,NOT_SLANG,SLANG,False,"Scanning each token:
- 'historia', 'wasnt', 'supposed', 'to', 'kill', 'eren', 'historia', 'and', 'floch', 'were', 'the', 'only', 'ones', 'on', 'eren', 's', 'side' – all are standard words or names, no slang.
- 'what', 'the', 'fuck' – 'fuck' is a common slang/swear word used as an expletive here, but 'what the fuck' is a slang phrase expressing disbelief/anger; 'the' is part of this phrase. Multi-word slang expression: 'what the fuck'.
- 'are', 'you', 'yapping', 'about' – 'yapping' is slang meaning talking excessively/nonsense, often in an annoying way, but is a single-word slang here. The phrase ends, so 'about' is not slang.

Thus, slang expressions:
1. 'what the fuck': B-SLANG on 'what', I-SLANG on 'the', I-SLANG on 'fuck'.
2. 'yapping': B-SLANG on 'yapping'.

Other tokens are O.",syntactic|semantic|hallucination
this is why i don t date well that and every fucking human being is annoying as hell but like seriously you date someone and you can t be like hey erm honey maybe you should cut out the sweets and pumpkin spice lattes every day it s a basic conversation lmaooo,NOT_SLANG,SLANG,False,"Scanning each token: 
1. this is why i don t date well that and every fucking human being is annoying as hell - ""fucking"" here is slang used as an intensifier.
2. ""as hell"" is slang intensifier phrase meaning ""extremely"".
3. ""lmaooo"" at end is internet slang for ""laughing my ass off"".
4. ""hey erm honey"" are standard words.
5. ""maybe you should cut out the sweets and pumpkin spice lattes every day it s a basic conversation"" are all standard English.
6. Important: ""date"" and ""like"" appear in standard usage here, not slang.
7. ""fucking"" is slang: B-SLANG for token ""fucking"".
8. ""as hell"": tokens ""as"" and ""hell"" form multi-word slang phrase, ""hell"" is slang meaning ""very/extremely"" in context. However, ""as"" is a standard preposition connecting slang. Since ""as hell"" is idiomatic slang, we mark ""as"" as I-SLANG following B-SLANG ""hell"" or ""as""? Actually common analysis treats ""as hell"" together: ""as"" B-SLANG, ""hell"" I-SLANG for slang expression ""as hell"".
9. ""lmaooo"": single token slang.

Final slang spans: 
- ""fucking"" (single token slang)
- ""as hell"" (two-token slang phrase)
- ""lmaooo"" (single token slang)

Thus SLANG.",syntactic|semantic|hallucination
too stupid to put a lit or plate on it,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'too stupid to put a' are standard English words. 'lit' is slang meaning cool/exciting, but here 'lit' might be literal light (e.g., a car's headlight), but in this phrase 'lit or plate', 'lit' likely refers to 'light' in a literal sense — car headlight. Checking context: 'put a lit or plate on it' — without context this is ambiguous, but if we assume this is internet slang, 'lit' could be slang. However, 'plate' is not slang here (license plate). The phrase 'lit or plate' appears as alternative options; 'lit' might be slang, but likely literal given pairing with 'plate'. Since it's ambiguous but likely literal usage, I'll treat 'lit' as standard English. No clear slang tokens present. This is NOT_SLANG.",syntactic|semantic
i continue to believe this was a body double the real vic jr had just been snatched away by government officialsthe black tattoo society and a rando was put in that grave it is a tradition with people of this name after all,NOT_SLANG,SLANG,False,"Reasoning: Scanning each token:  
1. 'i' – standard pronoun.  
2. 'continue' – standard verb.  
3. 'to' – standard preposition.  
4. 'believe' – standard verb.  
5. 'this' – standard pronoun.  
6. 'was' – standard verb.  
7. 'a' – standard article.  
8. 'body' – could be slang in phrases like 'body count', but here 'body double' means a physical stand-in (literal meaning).  
9. 'double' – part of phrase 'body double' (literal, not slang).  
10. 'the' – standard article.  
11. 'real' – standard adjective.  
12. 'vic' – likely a name.  
13. 'jr' – suffix (literal).  
14. 'had' – standard verb.  
15. 'just' – standard adverb.  
16. 'been' – standard verb.  
17. 'snatched' – slang for 'taken' or 'kidnapped' in informal contexts – yes, slang token.  
18. 'away' – standard adverb, but could follow slang. 'snatched away' might be slang phrase? 'snatched' is slang; 'away' is just adverb completing phrase. Checking: ""snatched away"" isn't a distinct slang phrase; slang token is 'snatched'.  
19. 'by' – standard preposition.  
20. 'government' – standard noun.  
21. 'officialsthe' – token: this is 'officialsthe' merged? Actually, text has no spaces after 'officials', so token is 'officialsthe'. This looks like a typo or merged word, but not slang.  
22. 'black' – standard adjective.  
23. 'tattoo' – standard noun.  
24. 'society' – standard noun.  
25. 'and' – standard conjunction.  
26. 'a' – standard article.  
27. 'rando' – slang for a random/unknown person – yes, slang token.  
28. 'was' – standard verb.  
29. 'put' – standard verb.  
30. 'in' – standard preposition.  
31. 'that' – standard pronoun.  
32. 'grave' – standard noun.  
33. 'it' – standard pronoun.  
34. 'is' – standard verb.  
35. 'a",syntactic|semantic|hallucination
hel yeah tomatoes cheese and salty snackfoods are such a good combo,NOT_SLANG,SLANG,False,"Scanning each token: 'hel' likely stands for 'hell' and appears to be part of the slang phrase 'hel yeah' which is a colloquial expression meaning strong agreement — this is a two-token slang expression. 'tomatoes cheese and salty snackfoods are such a good combo' are all standard words in literal usage. The sentence contains the slang expression 'hel yeah', so this is SLANG.",syntactic|semantic|hallucination
something about a beautiful low vibrational plate,SLANG,NOT_SLANG,False,"Scanning each token: 'something', 'about', 'a', 'beautiful', 'low', 'vibrational', 'plate'. This appears to describe a 'low vibrational plate', but 'low vibrational' isn't slang — it could be a technical or spiritual term. No Gen Z internet slang terms like 'low', 'vibe', 'plate' in slang usage are present. All tokens are standard English, so this is NOT_SLANG.",syntactic|semantic
enjoy my st batch of cod black ops beta gameplay uploading now to dspgaming ill return at pm pdt for wwe champions and tonight we finally reach league unlocking the big monthend event and great loot dont miss as we pull for hogans live,NOT_SLANG,SLANG,False,"Scanning each token: This appears to be a gaming content update announcement. Key tokens: 'cod' (Call of Duty) is gaming abbreviation, but not slang in this context; 'black ops' is game title; 'beta' is standard gaming term; 'uploading' is standard; 'to' is standard; 'dspgaming' likely channel name; 'ill' (I'll) is standard contraction; 'wwe' is wrestling organization abbreviation; 'league' could be slang ('reach league' possibly referring to reaching a league in game, not slang 'league' as slang for being in a relationship); 'monthend' could be abbreviation for month-end event; 'loot' is gaming term (collectibles/items), not slang here; 'pull for' in gaming community slang means 'attempt to obtain' (e.g., pulling for a character in gacha games) — 'pull' is slang; 'hogans' likely refers to Hogan (character/item). No clear Gen Z slang except 'pull' in 'pull for'. The slang phrase is 'pull for' (two tokens), meaning trying to obtain something in a game. Thus, tokens 'pull' and 'for' should be tagged B-SLANG and I-SLANG. All other tokens are standard gaming terms, abbreviations, or English words. The sentence contains slang 'pull for', so this is SLANG.",syntactic|semantic|hallucination
every player on the squad garbage ass losing seasons in a row gators,NOT_SLANG,SLANG,False,"Scanning each token: 'every', 'player', 'on', 'the', 'squad' are standard words. 'garbage ass' is a slang phrase used to disparage performance — typically 'garbage' combined with 'ass' as an intensifier; 'ass' is not literally anatomical but slang intensifier. 'losing', 'seasons', 'in', 'a', 'row', 'gators' are standard words; 'gators' could refer to a team nickname and is not slang here. The slang expression is 'garbage ass'. So this is SLANG.",syntactic|semantic|hallucination
nestled in the remote mountains of southern sichuan province about miles southwest of beijing it is virtually cut off from the rest of china,NOT_SLANG,NOT_SLANG,True,"Scanning each token: This is a factual geographical description sentence about a location in China. All words — 'nestled', 'in', 'the', 'remote', 'mountains', 'of', 'southern', 'sichuan', 'province', 'about', 'miles', 'southwest', 'of', 'beijing', 'it', 'is', 'virtually', 'cut', 'off', 'from', 'the', 'rest', 'of', 'china' — are standard English used in their literal meanings. 'sichuan' and 'beijing' are proper nouns referring to specific places. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
lmao wanna bet its doable a bunch of idf bodyguards nothing a slap cant fix,NOT_SLANG,SLANG,False,"Scanning each token: 'lmao' is slang (Laughing My Ass Off) — single token slang. 'wanna' is slang contraction of 'want to' — single token slang. 'bet' is standard English. 'its' is standard contraction (it's). 'doable' is standard English. 'a bunch of idf bodyguards nothing a slap cant fix': all tokens are standard English words; 'bunch', 'idf', 'bodyguards', 'nothing', 'a', 'slap', 'cant', 'fix' — 'cant' is informal but standard contraction of 'can't', 'slap' is literal, not slang, 'bunch' here is literal meaning group, not slang 'a bunch'. 'idf' stands for Israel Defense Forces, which is an acronym but used literally here, not slang. Two slang tokens present: 'lmao' and 'wanna'.",syntactic|semantic
current mood,NOT_SLANG,SLANG,False,"Scanning each token: 'current' is a standard English word, not slang. 'mood' can be used as slang to refer to a vibe or feeling, but in a minimal context like 'current mood', it is ambiguous — often used in memes or social media captions as slang expression for a current state or vibe. Considering typical internet usage, 'current mood' as a phrase can be considered slang. It is a multi-word slang expression. However, it's a phrase used as slang (like in meme captions), so 'current' is part of the slang phrase. This is SLANG.",syntactic|semantic|hallucination
doesnt make any sense finally had the chance to partake in miss universe only for it to be snatched away by xeno,NOT_SLANG,SLANG,False,"1. Scan each token:  
- ""doesnt"" – standard contraction of ""does not"", not slang.  
- ""make"" – standard verb.  
- ""any"" – standard.  
- ""sense"" – standard.  
- ""finally"" – standard.  
- ""had"" – standard.  
- ""the"" – standard article.  
- ""chance"" – standard.  
- ""to"" – standard.  
- ""partake"" – standard verb.  
- ""in"" – standard preposition.  
- ""miss"" – likely part of ""miss universe"" (proper noun/title).  
- ""universe"" – part of title ""Miss Universe"".  
- ""only"" – standard.  
- ""for"" – standard.  
- ""it"" – standard.  
- ""to"" – standard.  
- ""be"" – standard.  
- ""snatched"" – slang, as used figuratively to mean 'taken away unfairly/quickly' in casual/internet talk.  
- ""away"" – part of slang phrase ""snatched away"" (continuation).  
- ""by"" – standard preposition.  
- ""xeno"" – likely referring to someone or something named ""Xeno"", not slang.  

2. Slang expression: ""snatched away"" – a two-token slang phrase. ""snatched"" is often slang meaning taken away, especially in contexts of opportunity, looks, victory etc., and paired with ""away"" completes the figurative expression.  

3. No other slang terms present.  

4. Label: SLANG.",syntactic|semantic|hallucination
n w ayers president and chief executive officer jerry j siano said the agency is holding conversations about acquiring zwiren collins karo trusk a midsized chicago agency but a deal isnt yet close to being completed,NOT_SLANG,NOT_SLANG,True,"Scanning each token: This is a formal business news sentence about corporate acquisition discussions. All tokens — 'n', 'w', 'ayers', 'president', 'chief', 'executive', 'officer', 'jerry', 'j', 'siano', 'said', 'the', 'agency', 'is', 'holding', 'conversations', 'about', 'acquiring', 'zwiren', 'collins', 'kar o', 'trusk', 'a', 'midsized', 'chicago', 'agency', 'but', 'a', 'deal', 'isn', 't', 'yet', 'close', 'to', 'being', 'completed' — are formal English words, acronym initials ('n', 'w', 'j'), proper names, and business terminology. There is no slang usage of any token, so this is NOT_SLANG.",syntactic|semantic
jungkook kocham cie happy birthday pookie,SLANG,SLANG,True,Scanning each token: 'jungkook' is a person's name (standard). 'kocham cie' is Polish for 'I love you' (non-English phrase but not slang). 'happy birthday' is standard English greeting. 'pookie' is slang for a loved one (a pet name). 'pookie' is a slang term. Therefore the sentence contains slang.,syntactic|semantic
my cousin was here it looked so lit,SLANG,SLANG,True,"Scanning each token: 'my cousin was here it looked so' are all standard English words. 'lit' is Gen Z slang meaning exciting, fun, or great. This is a slang usage. The sentence contains the slang term 'lit', so this is SLANG. Note that 8 tokens: my, cousin, was, here, it, looked, so, lit.",syntactic|semantic
always seemed a gentle giant to james was entertaining also in his own box at times awful news lit up the kp in his time here,NOT_SLANG,SLANG,False,"Scanning each token: 'gentle giant' is a descriptive phrase but not slang. 'james' is a name. 'entertaining' is standard. 'awful news' is standard. 'lit up' here appears in a context describing 'news lit up the kp', which might be slang meaning made it exciting or lively, but I'll check 'kp' - could be abbreviation or slang. 'kp' might refer to KP Index or something else, but 'lit up' is slang for exciting event. Let's scan: 'always seemed a gentle giant to james was entertaining also in his own box at times awful news lit up the kp in his time here' — I need to ensure exact token count. Tokens: 1 always, 2 seemed, 3 a, 4 gentle, 5 giant, 6 to, 7 james, 8 was, 9 entertaining, 10 also, 11 in, 12 his, 13 own, 14 box, 15 at, 16 times, 17 awful, 18 news, 19 lit, 20 up, 21 the, 22 kp, 23 in, 24 his, 25 time, 26 here. So 26 tokens.

Now identifying slang: 'lit' and 'up' together can be slang phrase meaning made it exciting or 'lit' alone slang for excellent, but 'lit up' as slang often means to make lively or exciting. However 'news lit up the kp' could be figurative but slang usage possible. Given this text likely informal, 'lit up' is slang. No other slang tokens. So 'lit' and 'up' are multi-word slang phrase. I'll tag B-SLANG for 'lit', I-SLANG for 'up'. All others O.",syntactic|semantic|hallucination
mr hoelzer however sued stamford claiming that the city had abandoned the artwork and that it had waited too long to reclaim it,NOT_SLANG,NOT_SLANG,True,"Scanning each token: this appears to be a formal legal statement (fragment of a news article). All tokens — 'mr', 'hoelzer', 'however', 'sued', 'stamford', 'claiming', 'that', 'the', 'city', 'had', 'abandoned', 'the', 'artwork', 'and', 'that', 'it', 'had', 'waited', 'too', 'long', 'to', 'reclaim', 'it' — are standard English words in their literal meanings. There is no slang usage or internet slang, so this is NOT_SLANG.",syntactic|semantic
no im disabled and was making it under trump now im forced to reduce basic needsi worked hard my whole life and illeagles have more resources than me,NOT_SLANG,SLANG,False,"Scanning each token sequentially: 'no' is standard negation. 'im' is slang abbreviation for 'I'm' — slang usage. 'disabled and was making it under trump now im forced to reduce basic needs' contains no slang: 'disabled', 'making it' could be slang but 'making it' here means managing financially (standard), 'trump' is a name, 'now', 'im' is slang abbreviation, 'forced to reduce basic needs' is standard. 'i worked hard my whole life and' all standard words. 'illeagles' is slang misspelling of 'illegals' — slang usage. 'have more resources than me' is standard. Slang expressions: 'im' (first instance) single token slang, 'im' (second instance) single token slang, 'illeagles' single token slang. So this is SLANG.",syntactic|semantic|hallucination
slayyyyyyyyyyyyyy periodt boo,SLANG,SLANG,True,"Scanning each token: 'slayyyyyyyyyyyyyy' is a slang expression meaning 'to do something exceptionally well', often used for praise or affirmation — it is a single token slang word (exaggerated spelling). 'periodt' is slang emphasizing finality or strong agreement (variant of 'period'). 'boo' is slang for boyfriend/girlfriend or romantic partner. Each token is a standalone slang term, not part of a multi-word phrase. Therefore, each is B-SLANG individually. So this is SLANG.",syntactic|semantic
i just got a promotion ltd,SLANG,SLANG,True,"Scanning each token: 'i just got a promotion' are all standard words. 'ltd' could be abbreviation for 'limited' but context shows internet slang — likely 'LTD' meaning 'Long Time Dead' or slang abbreviation. This is a single-token slang expression. The sentence contains slang 'ltd', so this is SLANG.",syntactic|semantic
the lawsuit alleges that an inventory of pinkertons memorabilia disclosed that one of the watches hadnt been forked over by american brands american brands failure to surrender the gold watch has damaged new pinkertons in an amount as yet to be determined and deprived it of a valuable artifact for which it had bargained the suit charges,NOT_SLANG,SLANG,False,"Scanning each token: 'forked over' is slang — means handed over/given, commonly used informally as slang. Other tokens are standard legal/formal English. The slang expression is 'forked over', a two-token phrase.  
Token-by-token analysis:  
the (O)  
lawsuit (O)  
alleges (O)  
that (O)  
an (O)  
inventory (O)  
of (O)  
pinkertons (O)  
memorabilia (O)  
disclosed (O)  
that (O)  
one (O)  
of (O)  
the (O)  
watches (O)  
hadnt (O)  
been (O)  
forked (B-SLANG, start of slang phrase)  
over (I-SLANG, continuation)  
by (O)  
american (O)  
brands (O)  
american (O)  
brands (O)  
failure (O)  
to (O)  
surrender (O)  
the (O)  
gold (O)  
watch (O)  
has (O)  
damaged (O)  
new (O)  
pinkertons (O)  
in (O)  
an (O)  
amount (O)  
as (O)  
yet (O)  
to (O)  
be (O)  
determined (O)  
and (O)  
deprived (O)  
it (O)  
of (O)  
a (O)  
valuable (O)  
artifact (O)  
for (O)  
which (O)  
it (O)  
had (O)  
bargained (O)  
the (O)  
suit (O)  
charges (O)",syntactic|semantic|hallucination
beta in a nutshell,NOT_SLANG,SLANG,False,"Scanning each token: 'beta' in internet slang can refer to someone who is weak/submissive, but here the phrase 'in a nutshell' means 'summarized briefly', which is a conventional idiom not slang. Checking token-by-token: 'beta' could be slang depending on context, but paired with 'in a nutshell' could be describing a concept 'beta' in a summary. Without clear slang context, assume 'beta' is slang (common internet slang usage). 'in a nutshell' is a common idiom, not slang. The sentence contains slang token 'beta', so this is SLANG.",syntactic|semantic|hallucination
big w for us george fans,SLANG,SLANG,True,"Scanning each token: 'big' is a standard adjective. 'w' is a slang abbreviation for 'win' — but it's part of the phrase 'big w', a slang expression meaning a significant victory or positive outcome. 'for us george fans' are standard words. The slang phrase 'big w' is a two-token slang expression, so this is SLANG.",syntactic|semantic
attitude is everything sometimes peoples attitude will attract negative aura to them,SLANG,NOT_SLANG,False,"Scanning each token: This is a motivational sentence. 'attitude', 'is', 'everything', 'sometimes', 'people', 's', 'attitude', 'will', 'attract', 'negative', 'aura', 'to', 'them'. All tokens are standard English words in a literal sense. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
ipd and several units are investigating an irondequoit home after several people were found dead the investigation began early this morning as crews responded to a fire on knapp ave now officials are ruling this as a homicide based on the condition of the home and deceased,NOT_SLANG,NOT_SLANG,True,"Scanning each token: this is a formal news report about a homicide investigation. All words — 'ipd' (likely law enforcement abbreviation for 'Ithaca Police Department'), 'units', 'investigating', 'irondequoit' (a location), 'home', 'people', 'found', 'dead', 'investigation', 'began', 'early', 'this', 'morning', 'crews', 'responded', 'fire', 'knapp', 'ave' (street abbreviation), 'now', 'officials', 'ruling', 'this', 'as', 'homicide', 'based', 'condition', 'home', 'deceased' — are standard English used in their literal, formal sense. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
my family be looking at me crazy because of how much i love green beans but apparently i get that from my mom cause she loved them or ate them so much while she was pregnant either way theyre my favorite,NOT_SLANG,SLANG,False,"Reasoning: Scanning tokens carefully:
1. my, family, be - ""be"" is used in slang AAVE-ish structure ""my family be looking"" (habitual 'be'), so it's slang.
2. looking - part of the slang expression, since ""be looking at me crazy"" is slang phrasing.
3. at - preposition, part of slang phrasing but considered slang span continuation? Usually in ""looking at me crazy"", ""crazy"" is slang, but ""looking"" might be standard. More precisely: ""be looking"" is the slang start, ""crazy"" is slang in this context, but might be separate. However, ""be looking at me crazy"" is overall slang phrasing. Let's parse: Token sequence: ""my"" O, ""family"" O, ""be"" B-SLANG (start of slang expression), ""looking"" I-SLANG (part of ""be looking""), ""at"" I-SLANG? But ""at"" is preposition, not typically slang. Actually, slang might be just ""be looking crazy""? But better: AAVE ""be + verb-ing"" is a slang grammatical construction, so ""be looking"" is slang expression. However, ""at me"" are not slang, ""crazy"" is slang in this context (meaning ""strange""). So two slang segments: ""be looking"" (tokens 3-4) and ""crazy"" (token 7). But multi-word slang ""be looking"" (two tokens). ""crazy"" is single token slang. ""cause"" (token 21) is slang shorthand for 'because'. Other tokens: 'green beans', 'apparently', 'get', 'that', 'from', 'mom', 'she', 'loved', 'them', 'ate', 'so', 'much', 'while', 'was', 'pregnant', 'either', 'way', 'theyre', 'my', 'favorite' are all standard usage.

List tokens numbered:
1. my O
2. family O
3. be B-SLANG (start of ""be looking"" slang expression)
4. looking I-SLANG (continuation of slang ""be looking"")
5. at O (preposition, not slang)
6. me O
7. crazy B-SLANG (slang meaning ""strange""/""weird"" here)
8. because O
9. of O
10. how O
11. much O
12",syntactic|semantic|hallucination
consistency and good story telling  fax,NOT_SLANG,SLANG,False,"Scanning each token: 'consistency', 'and', 'good', 'story', 'telling' are all standard English words. 'fax' is Gen Z slang meaning 'facts' (truth). The sentence contains the slang term 'fax', so this is SLANG.",syntactic|semantic|hallucination
got a close buddy of mine looking for a black ops  beta code anyone got a spare one,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'got' is informal but standard. 'a close buddy of mine' are standard phrases. 'looking for a' standard. 'black ops' is a game series, not slang. 'beta' is gaming terminology. 'code' is standard. 'anyone got a spare one' are standard words. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
hello baskin robbins ill have a large pepperoni pizza with extra olives,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'hello' is a standard greeting. 'baskin robbins' is a brand name. 'ill' is a misspelling of 'I'll'. 'have', 'a', 'large', 'pepperoni', 'pizza', 'with', 'extra', 'olives' are all standard English words. No slang expressions or internet slang are present. The sentence is a straightforward pizza order request, likely ironic because it's for a pizza at an ice cream chain, but the tokens themselves are all standard/non-slang. Therefore, this is NOT_SLANG.",syntactic|semantic
yuma must have been in a good mood he kept touching everyone,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'yuma' is likely a name, standard. 'must have been in a good mood he kept touching everyone' — all are standard English words in their literal sense. 'good mood' is standard descriptive language, not slang. There is no slang usage present, so this is NOT_SLANG.",syntactic|semantic
hi sir lovely weather we are having right with rizz,NOT_SLANG,SLANG,False,"Scanning each token: 'hi sir lovely weather we are having right' are all standard English words. 'with' is a preposition. 'rizz' is Gen Z slang for charisma, charm, ability to flirt. The sentence contains the slang term 'rizz', so this is SLANG.",syntactic|semantic|hallucination
it s a new gucci highly classified undersea camouflage designed to vastly reduce visibility from low flying asw platforms called dead and decaying whale shark,NOT_SLANG,SLANG,False,"Scanning each token: 'gucci' is slang for 'good' or 'high-quality', used here to describe the camouflage. However, the sentence seems to be a technical military description, and 'gucci' might be jargon but is still slang usage. 'dead and decaying whale shark' is not slang. The slang token here is 'gucci'. Since it's a single token slang term, it should be tagged B-SLANG. All other tokens are standard or technical terms. The text is a mix of technical and slang, so slang is present.",syntactic|semantic|hallucination
pricor inc offering of one million new shares of common stock and shares by holders via drexel burnham lambert inc and jc bradford co,NOT_SLANG,NOT_SLANG,True,"Scanning each token: This is a formal financial announcement describing a stock offering. All tokens are formal finance/business terminology: company names, numbers, terms like 'offering', 'common stock', etc. No slang expressions are present. The sentence is purely technical financial language, so this is NOT_SLANG.",syntactic|semantic
sell pressure concerns are so pleby tbh if you have a highly desirable token then buy pressure will make any sell pressure negligible basic economics here but that s cosmos negativity for you,NOT_SLANG,SLANG,False,"Scanning each token: 'sell', 'pressure', 'concerns', 'are', 'so', 'pleby' is slang (""pleb"" being an internet slang insult meaning low-class/amateur), 'tbh' is slang abbreviation (to be honest). After that: 'if', 'you', 'have', 'a', 'highly', 'desirable', 'token', 'then', 'buy', 'pressure', 'will', 'make', 'any', 'sell', 'pressure', 'negligible', 'basic', 'economics', 'here', 'but', 'that', 's', 'cosmos', 'negativity', 'for', 'you'. The slang expressions are 'pleby' (single token) and 'tbh' (single token). All other words are standard English. So this is SLANG.",syntactic|semantic|hallucination
that would be a big w,SLANG,SLANG,True,"Scanning each token: 'that' is a pronoun, 'would' is an auxiliary verb, 'be' is a verb, 'a' is an article, 'big' is an adjective — all standard English. 'w' is Gen Z slang meaning 'win' or 'victory'. So 'w' is slang as a single token. The sentence contains slang 'w', so this is SLANG.",syntactic|semantic
this is back when kevin hated clip shows before he tried to do one and just became grandad s daily senile snack hour with fish lunch and the outofits,NOT_SLANG,NOT_SLANG,True,"Scanning tokens carefully: 'this is back when kevin hated clip shows before he tried to do one and just became grandad s daily senile snack hour with fish lunch and the outofits'. Need to examine token-by-token slang detection.  
- 'this', 'is', 'back', 'when', 'kevin', 'hated', 'clip shows' — standard words.  
- 'clip shows' is not slang — literal usage.  
- 'daily senile snack hour' might sound unusual but is not recognized Gen Z slang — seems like a descriptive phrase.  
- 'outofits' — checking: not a standard word, could be slang for 'out of it' or disoriented. In internet contexts, 'out of it' can be slang, but 'outofits' is written as one token and can be slang for feeling disoriented/confused. However, more likely it is a typo/misspelling of 'out of it' but as a single token, it is not standard slang expression. Given it's a creative informal phrase, but not recognized slang, no token qualifies as slang.  
Therefore, the sentence does not contain Gen Z slang, so this is NOT_SLANG.",syntactic|semantic
slay isnt even enough to describe this,SLANG,SLANG,True,"Scanning each token: 'slay' is Gen Z slang for doing something exceptionally well or looking fantastic. 'isnt' is standard English contraction (is not). 'even enough to describe this' are standard English words. The sentence contains the slang term 'slay' as a single token expression, so this is SLANG.",syntactic|semantic
the exchange has a board meeting scheduled for tomorrow and it is expected that some public announcement could be made after that,NOT_SLANG,NOT_SLANG,True,Scanning each token: this is a formal sentence about business scheduling. All words are standard English in a professional context. No slang expressions are present. This is NOT_SLANG.,syntactic|semantic
