sentence,binary_label,tags
polly pecks chairman asil nadir echoed the official japanese view of the accord which was announced friday,0,O O O O O O O O O O O O O O O O O
but analysts say sansui is a special case,0,O O O O O O O O
it expects to post a loss of billion yen for the year ending tomorrow and its liabilities currently exceed its assets by about billion yen if you find sound healthy companies in japan they are not for sale said george watanabe a managementconsultant at tokyobased asia advisory services inc,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
statistics on acquisitions by foreigners vary in detail because unlike sansui which is listed on the tokyo and osaka stock exchanges most of the japanese companies acquired by foreigners are privately held,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but by all accounts foreign companies have bought only a relative handful of japanese companies this year while japanese companies have acquired hundreds of foreign companies,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
nor do analysts expect the sansui deal to touch off a fresh wave of foreign purchases,0,O O O O O O O O O O O O O O O O
if the strong yen and the high stock prices of japanese companies werent deterrents enough webs of crossshareholdings between friendly japanese companies and fiercely independent japanese corporate attitudes repel most wouldbe acquirers,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
usually when a japanese company is ready to sell it has few alternatives remaining and the grim demeanors of sansuis directors at a joint news conference here left little doubt that this was not the companys finest hour,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sansui was once one of japans premier makers of expensive highquality stereo gear for audiophiles,0,O O O O O O O O O O O O O O O
but in recent years the market has moved toward less expensive minicomponent sets miniaturized amplifiers and receivers and software players that could be stacked on top of each other,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
some of sansuis fellow audiospecialty companies such as aiwa co and pioneer electric corp responded to the challenge by quickly bringing out minicomponent products of their own by moving heavily into the booming compact disk businesses or by diversifying into other consumerelectronics fields including laser disks or portable cassette players,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sansui was late into the minicomponent business and failed to branch into other new businesses,0,O O O O O O O O O O O O O O O
as the yen soared in recent years sansuis deepening financial problems became a vicious circle,0,O O O O O O O O O O O O O O O
while competitors moved production offshore in response to the sagging competitiveness of japanese factories sansui lacked the money to build new plants in southeast asia our company has not been able to cope very effectively with changes in the marketplace said ryosuke ito sansuis president,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but even a japanese company that looks like a dog may turn out to be a good investment for a foreign concern some management consultants maintain,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
whether polly pecks acquisition makes sense remains to be seen but at the news conference mr nadir brimmed with selfconfidence that he can turn sansui around,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
sansui he said is a perfect fit for polly pecks electronics operations which make televisions videocassette recorders microwaves and other products on an original equipment maker basis for sale under other companies brand names,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
he said polly peck will greatly expand sansuis product line using sansuis engineers to design the new products and will move sansuis production of most products other than sophisticated audio gear offshore into polly pecks own factories,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
and while polly peck isnt jettisoning the existent topmanagement structure of sansui it is bringing in a former toshiba corp executive as executive vice president and chief operating officer,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
he took polly peck once a small fabric wholesaler and used it at as a base to build a conglomerate that has been doubling its profits annually since,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
joann s lublin in london contributed to this article,0,O O O O O O O O O
the bolstered cellular agreement between bellsouth corp and lin broadcasting corp carries heightened risks and could fail to fend off mccaw cellular communications inc the rival suitor for lin,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
moreover the amended pact shows how mccaws persistence has pushed lin and bellsouth into a corner forcing huge debt on the proposed new company,0,O O O O O O O O O O O O O O O O O O O O O O O O
the plan still calls for lin to combine its cellular telephone properties with bellsouths and to spin off its broadcasting operations,0,O O O O O O O O O O O O O O O O O O O O O
lin said it expects to borrow the money to pay the dividend but commitments from banks still havent been obtained,0,O O O O O O O O O O O O O O O O O O O O
that money also would have to be borrowed,0,O O O O O O O O
although he expressed confidence that the proposed new companys cash flow would be sufficient to cover interest payments on the debt he estimated that the company wouldnt be profitable until or later,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
over the weekend mccaw continued to call for an auction of lin analysts said they expect mccaw to escalate the bidding again,0,O O O O O O O O O O O O O O O O O O O O O O
to sweeten the pact further and to ease concerns of institutional investors bellsouth added a provision designed to give extra protection to holders if the regional bell company ever decides to buy the rest of the new cellular company,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the provision described as backend protection would require bellsouth to pay a price equivalent to what an outside party might have to pay,0,O O O O O O O O O O O O O O O O O O O O O O O
mccaws bid also has a similar clause,0,O O O O O O O
only mccaws proposal requires the company to begin an auction process in june for remaining shares at thirdparty prices,0,O O O O O O O O O O O O O O O O O O O
we didnt expect bellsouth to be so responsive said frederick a moran president of moran asset management inc which holds lin shares,0,O O O O O O O O O O O O O O O O O O O O O O
bellsouths backend protection was flawed previously,0,O O O O O O
we think this is a superior deal to mccaws,0,O O O O O O O O O
bellsouths revised proposal surprised many industry analysts especially because of the companys willingness to accept some dilution of future earnings,0,O O O O O O O O O O O O O O O O O O O O
indeed bellsouths cellular operations were among the first in the country to become profitable,0,O O O O O O O O O O O O O O
the proposed bellsouthlin cellular company including the newly acquired metromedia stake would give the new entity million potential customers including about million in the nations top markets,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
mr leon of bear stearns speculated that mccaw in an attempt to buy time might consider filing an antitrust suit against bellsouth with the justice department and us district judge harold greene who oversees enforcement of the consent decree that broke up the bell system in,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
indeed mccaw seemed to hint at that option in a brief statement,0,O O O O O O O O O O O O
market makers in nasdaq overthecounter stocks are adding their voices to the swelling chorus of complaints about program trading,0,O O O O O O O O O O O O O O O O O O O
their motivation however has a strong practical aspect program trading is hazardous to their paychecks,0,O O O O O O O O O O O O O O O
the most controversial form of program trading stockindex arbitrage is making it tough for traders to make money declares robert antolini head of otc trading at donaldson lufkin jenrette,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
stockindex arbitrage the computerguided buying and selling of stocks with offsetting trades in stockindex futures to profit from fleeting price discrepancies affects the otc market directly through the stocks included in standard poors stock index,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the sp is often used in arbitrage strategies,0,O O O O O O O O
other marketmaker gripes program trading also causes the nasdaq composite index to lose ground against other segments of the stock market,0,O O O O O O O O O O O O O O O O O O O O O
because of program trading it is more difficult to trade many otc stocks without sharp price moves a condition known as illiquidity,0,O O O O O O O O O O O O O O O O O O O O O O
moreover the price volatility that is amplified by program trading is undercutting efforts to woo individual investors back to an otc market that sorely misses them,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
some of these problems are neither new nor unique to the otc market,0,O O O O O O O O O O O O O
but the big often tumultuous slide in stock prices this month has turned some of those who have been profiting from the practice against it,0,O O O O O O O O O O O O O O O O O O O O O O O O O
peter dapuzzo head of retail equity trading at shearson lehman hutton acknowledges that he wasnt troubled by program trading when it began in the precrash bull market because it added liquidity and people were pleased to see stock prices rising,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
shearson lehman however executes program trades for clients,0,O O O O O O O O
merrill lynch goldman sachs and kidder peabody in addition to shearson do programtrade otc stocks,0,O O O O O O O O O O O O O O O
shearson merrill lynch and goldman sachs say they do so only for customers however,0,O O O O O O O O O O O O O O
kidder peabody does program trading for its own as well as clients accounts,0,O O O O O O O O O O O O O
of course there were sell programs in past years too but they seem to hurt market makers more painfully these days,0,O O O O O O O O O O O O O O O O O O O O O
thats largely because of defensive measures they adopted after the crash when individual investors fled the market and trading activity dwindled,0,O O O O O O O O O O O O O O O O O O O O O
market makers to cut costs slashed inventories of stocks they keep on hand to sell investors when other holders arent selling,0,O O O O O O O O O O O O O O O O O O O O O
and to protect their reduced capital investment from eroding further market makers became quicker to lower price quotes when sell programs are in progress,0,O O O O O O O O O O O O O O O O O O O O O O O O
on days when prices are tumbling they must be willing to buy shares from sellers when no one else will,0,O O O O O O O O O O O O O O O O O O O O
in such an environment market makers can suffer huge losses both on trades made that day at steadily dropping prices and in the value of their inventories of shares,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but this skittishness mr antolini says is creating liquidity problems in certain otc stocks its harder to sell stocks when the sell programs come in because some market makers dont want to take the orders,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
joseph hardiman president of the national association of securities dealers which oversees trading on nasdaq agrees that program trading is hurting the markets efforts to bring back small investors,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but he observes while makers suffer losses when program trading drags the market down they also make money when program trading pushes the prices higher sometimes traders lose sight of that he says,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the otc stocks in the sp include nasdaqs biggest such as apple computer mci communications telecommunications and liz claiborne,0,O O O O O O O O O O O O O O O O O O O
these big stocks greatly influence the nasdaq composite index,0,O O O O O O O O O
when the computers say sell the composite tumbles as well as the dow jones industrial average,0,O O O O O O O O O O O O O O O O
the problem market makers say is that while the industrial average and the sp usually recover as buy programs kick in the nasdaq composite frequently is left behind,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
this gap eventually closes but slowly,0,O O O O O O
such investors tend to be more cautious than institutional investors are about reentering the market after massive selloffs market makers say,0,O O O O O O O O O O O O O O O O O O O O O
fridays trading volume totaled million shares,0,O O O O O O
the average daily share turnover for october is almost million shares,0,O O O O O O O O O O O
lin broadcasting surged to lin and bellsouth sweetened their merger agreement in an attempt to keep shareholders from tendering their shares to mccaw cellular communications,0,O O O O O O O O O O O O O O O O O O O O O O O O O
the revised linbellsouth agreement boosts the dollar amount of the special dividend lin promises to pay shareholders,0,O O O O O O O O O O O O O O O O O
intel eased to,0,O O O
the semiconductor concern said the interruption in shipment of its computer chip will be brief and have little impact on the companys earnings,0,O O O O O O O O O O O O O O O O O O O O O O O
the stock fell thursday amid concerns over problems discovered with the chip,0,O O O O O O O O O O O O
intel told analysts that the company will resume shipments of the chips within two to three weeks,0,O O O O O O O O O O O O O O O O O
weisfields rocketed to after the jewelry store operator said it is in preliminary discussions with a party it wouldnt identify regarding the possible acquisition of the company,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
kirschner medical fell to,0,O O O O
the company said its thirdquarter earnings will probably be lower than the cents a share it reported last year despite a rise in the companys revenue,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
the company blamed a number of factors for the earnings decline including softer sales of jointimplants,0,O O O O O O O O O O O O O O O O
london share prices closed sharply lower friday in active trading after chancellor of the exchequer nigel lawsons resignation slapped the market and wall streets rapid initial selloff knocked it down,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
london shares were depressed initially by overnight losses in new york and by the drop in sterling after mr lawsons resignation,0,O O O O O O O O O O O O O O O O O O O O O
it showed some early resilience after central bank support firmed sterling but the weight of wall street late in london trading and signs of further weakness in the british pound proved a hefty load to bear,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
new york stocks recovered some of their losses after the london market closed,0,O O O O O O O O O O O O O
the share index settled points lower at,0,O O O O O O O
volume was million shares up from million thursday and the weeks most active session,0,O O O O O O O O O O O O O O
dealers said the turnover largely confined to the share index stocks partly reflected the flurry of activity typical at the close of a twoweek trading account and the start of a new account,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but they said fridays focus on the toptier stocks telegraphed active overseas selling and showed the broadbased fears over the status of the uk economy and britains currency in the wake of the upheaval in prime minister margaret thatchers cabinet,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
a senior dealer with warburg securities noted british gas the most active bluechip stock at million shares traded was affected by the political implications of mr lawsons departure and mrs thatchers cabinet shuffle,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
he attributed the unusually high volume to broadbased selling on fears that the thatcher government may be in turmoil and britains labor party positioned to regain control of the government and renew efforts at nationalization,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
other dealers added that the bluechip stocks in general were hit by profittaking over concerns that london shares will continue posting declines and the uncertainty over sterling given that mr lawsons successor john major had only been in the job one day,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
besides british gas british steel skidded to on turnover of million shares,0,O O O O O O O O O O O O
british petroleum fell to on million shares traded,0,O O O O O O O O
dealers said the multinational oil company was pressured by recent brokerage recommendations urging investors to switch into shell trading transport,0,O O O O O O O O O O O O O O O O O O O O
shell eased to on turnover of million shares,0,O O O O O O O O
among the other actively traded bluechip issues imperial chemical industries dropped to hanson skidded to and british telecom fell to,0,O O O O O O O O O O O O O O O O O O O O
in tokyo stocks closed lower but above intraday lows in active trading,0,O O O O O O O O O O O O
the nikkei index was pressured down by profittaking triggered by sharp advances made through this week and fell points to,0,O O O O O O O O O O O O O O O O O O O O
in early trading in tokyo monday the nikkei index fell points to,0,O O O O O O O O O O O O
on friday the tokyo stock price index of first section issues was down at,0,O O O O O O O O O O O O O O
firstsection volume was estimated at billion shares up from million shares thursday,0,O O O O O O O O O O O O
an official at wako securities said brokerages excessive expectations about recent advances in tokyu group shares and real estate issues were dashed friday,0,O O O O O O O O O O O O O O O O O O O O O O O
dealers placed heavy buy orders in the morning to start the first trading day for november transactions,0,O O O O O O O O O O O O O O O O O
but they failed to sell these stocks to client investors who were cautious about the sharp gains these issues made this week the wako official said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
fund managers said fridays profittaking was a natural result of the weeks abnormal fever in buying real estate shipbuilding steel and construction shares,0,O O O O O O O O O O O O O O O O O O O O O O O
the dax dropped points friday to,0,O O O O O O
traders said the continued turbulence in other markets coupled with the drop in london following the lawson resignation were responsible,0,O O O O O O O O O O O O O O O O O O O O
traders said that selling pressure wasnt enormous and that the dax dropped friday more on a lack of any substantial buying interest,0,O O O O O O O O O O O O O O O O O O O O O O
they said contributing to the downward drift was the fact that many professional traders had chosen to square positions ahead of the weekend,0,O O O O O O O O O O O O O O O O O O O O O O O
traders said the market remains extremely nervous because of the wild swings seen on the new york stock exchange last week,0,O O O O O O O O O O O O O O O O O O O O O
thats leaving small investors with cold feet they said and prompting institutions to take a reserved stance on the sidelines as well at least until the market in new york settles down somewhat,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
elsewhere share prices closed lower in paris zurich amsterdam brussels and stockholm and were mixed in milan,0,O O O O O O O O O O O O O O O O O
the british shakeup was widely cited for the declines,0,O O O O O O O O O
share prices also closed lower in sydney hong kong singapore taipei manila wellington and seoul,0,O O O O O O O O O O O O O O O
concern about declines in other markets especially new york caused selling pressure,0,O O O O O O O O O O O O
here are price trends on the worlds major stock markets as calculated by morgan stanley capital international perspective geneva,0,O O O O O O O O O O O O O O O O O O O
to make them directly comparable each index is based on the close of equaling,0,O O O O O O O O O O O O O O
the percentage change is since yearend,0,O O O O O O
apartheid foes staged a massive antigovernment rally in south africa,0,O O O O O O O O O O
more than people filled a soccer stadium on the outskirts of the black township of soweto and welcomed freed leaders of the outlawed african national congress,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
it was considered south africas largest opposition rally,0,O O O O O O O O
walter sisulu the ancs former secretary general who served years in prison before being released two weeks ago urged peace negotiation and discipline,0,O O O O O O O O O O O O O O O O O O O O O O O
president de klerks government permitted the rally and security forces didnt interfere,0,O O O O O O O O O O O O
pretorias approval of the demonstration and the ancs conciliatory tone appeared aimed at setting up negotiations to give blacks political rights,0,O O O O O O O O O O O O O O O O O O O O O
congressional leaders backed bushs criticism of nicaraguas ortega,0,O O O O O O O O
while lawmakers havent raised the possibility of renewing military aid to the contras following ortegas weekend threat to end a truce senate majority leader mitchell said on nbctv that ortega had made a very unwise move minority leader dole plans to offer a resolution tomorrow denouncing the nicaraguan president whose remarks came during a celebration in costa rica marking regional moves to democracy,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ortega cited renewed attacks by the usbacked rebels,0,O O O O O O O O
lawmakers must decide next month whether the contras will get socalled humanitarian aid under a bipartisan agreement reached in march,0,O O O O O O O O O O O O O O O O O O O O
spains socialist party claimed victory in nationwide elections saying it had retained its parliamentary majority by one seat,0,O O O O O O O O O O O O O O O O O O
with all the votes counted a government spokesman said prime minister gonzalezs party won seats in the seat cortes or lower house of parliament,0,O O O O O O O O O O O O O O O O O O O O O O O O
the socialists held seats going into the balloting,0,O O O O O O O O
thousands of east germans attended public rallies organized by the communist leadership and demanded free speech controls on the security forces and an end to official privileges,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
the gatherings in east berlin and elsewhere were viewed as part of a government effort to stop activists from staging protests to press their demands,0,O O O O O O O O O O O O O O O O O O O O O O O O O
dissidents in czechoslovakia said the nations prodemocracy movement was growing despite the governments move to crush a protest saturday in pragues wenceslas square,0,O O O O O O O O O O O O O O O O O O O O O O O
more than demonstrators had called for free elections and the resignation of communist party leader milos jakes,0,O O O O O O O O O O O O O O O O O
police detained more than people,0,O O O O O
federal investigators have determined a metallurgical flaw that developed during the making of an engine disk led to the july crash of a united airlines jetliner in sioux city iowa killing people,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
us and soviet officials are to open a new round of talks today aimed at reducing chemicalweapons arsenals amid superpower differences over whether to stop making the gases,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the talks in new york are the first since bush and soviet foreign minister shevardnadze unveiled proposals in september to scrap existing weapons,0,O O O O O O O O O O O O O O O O O O O O O O O
afghan guerrillas bombarded kabul in a weekend assault that western diplomats called one of the biggest offensives since the soviet union completed a troop withdrawal in february,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
the rebels also reportedly tightened a blockade on roads leading to the capital and government forces shelled a guerrillaheld area in western afghanistan,0,O O O O O O O O O O O O O O O O O O O O O O O
lebanons christian leader convened an emergency meeting of his cabinet after indications that he might dissolve parliament in an attempt to scuttle an arabsponsored peace plan,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
gen michel aoun rejected the pact because it fails to provide a timetable for a syrian troop pullout from lebanon,0,O O O O O O O O O O O O O O O O O O O O
authorities in hawaii said the wreckage of a missing commuter plane with people aboard was spotted in a remote valley on the island of molokai,0,O O O O O O O O O O O O O O O O O O O O O O O O O
there wasnt any evidence of survivors,0,O O O O O O
the plane failed to reach molokais airport saturday while on a flight from the neighboring island of maui,0,O O O O O O O O O O O O O O O O O O
the oakland athletics won baseballs world series defeating the san francisco giants in a fourgame sweep,0,O O O O O O O O O O O O O O O O
an earthquake oct in northern california had caused a day delay midway through the championship contest which ended saturday at san franciscos candlestick park,0,O O O O O O O O O O O O O O O O O O O O O O O O
rudolf von bennigsenfoerder chairman of veba ag of west germany in duesseldorf dies of pneumonia,0,O O O O O O O O O O O O O O O
when michael s perry took the podium at a recent cosmetics industry event more than executives packing the room snapped to attention,0,O O O O O O O O O O O O O O O O O O O O O O
members of the audience gasped or laughed nervously their industry has been unsettled recently by acquisitions,0,O O O O O O O O O O O O O O O O
it now holds the no position at us departmentstore cosmetic counters,0,O O O O O O O O O O O
that acquisition to be completed by year end will include the cover girl and clarion makeup lines making pg the top marketer of cosmetics in massmarket outlets,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
its not so much the idea of acquisitions that has agitated the cosmetics industry as the companies doing the acquiring pg and unilever bring with them great experience with mundane products like soap and toilet paper sparking disdain in the glitzy cosmetics trade but they also bring mammoth marketing clout sparking fear,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
though it is far from certain that companies best known for selling promise margarine and tide detergent will succeed in cosmetics theres little doubt they will shake up the industry,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
for now both companies are keeping quiet about their specific plans,0,O O O O O O O O O O O
but industry watchers expect them to blend the methodical marketing strategies they use for more mundane products with the more intuitive approach typical of cosmetics companies,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
likely changes include more emphasis on research soaring advertising budgets and aggressive pricing,0,O O O O O O O O O O O O O
but some cosmeticsindustry executives wonder whether techniques honed in packaged goods will translate to the cosmetics business,0,O O O O O O O O O O O O O O O O O
estee lauder inc revlon inc and other cosmetics houses traditionally have considered themselves fashion enterprises whose product development is guided by the creative intuition of their executives,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
cosmetics companies roll out new makeup colors several times a year and since most products can be easily copied by competitors theyre loath to test them with consumers,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
in contrast to the more artistic nature of traditional cosmetics houses unilever and pg are the habitats of organization men in grayflannel suits,0,O O O O O O O O O O O O O O O O O O O O O O O
both companies are conservative marketers that rely on extensive market research,0,O O O O O O O O O O O
pg in particular rarely rolls out a product nationally before extensive testmarketing,0,O O O O O O O O O O O O
both can be extremely aggressive at pricing such products as soaps and diapers to the extent that some industry consultants predict centsoff coupons for mascara could result from their entry into the field,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pg already has shown it can meld some traditional packagedgoods techniques with the imagemaking of the cosmetics trade in the massmarket end of the business,0,O O O O O O O O O O O O O O O O O O O O O O O O O
consider oil of olay which pg acquired as part of richardsonvicks international in,0,O O O O O O O O O O O O O
the moisturizer introduced in had a dowdy image oil of olay brought with it the baggage of being used basically by older women who had already aged says david williams a consultant with new england consulting group,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
pg set out to reposition the brand by broadening the product line to include facial cleansers and moisturizers for sensitive skin,0,O O O O O O O O O O O O O O O O O O O O O
it also redesigned oil of olays packaging stamping the traditional pink boxes with gold lines to create a more opulent look,0,O O O O O O O O O O O O O O O O O O O O O
moreover pg shifted its ad campaign from one targeting older women to one featuring a woman in her mids vowing not to grow old gracefully the company says sales have soared,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
goliaths like unilever and pg have enormous financial advantages over smaller rivals,0,O O O O O O O O O O O O
next year noxell plans to roll out a perfume called navy says george l bunting jr chairman of noxell,0,O O O O O O O O O O O O O O O O O O O
packagedgoods companies will make it tougher for smaller people to remain competitive mr bunting says,0,O O O O O O O O O O O O O O O
further consolidations in the industry could follow,0,O O O O O O O
rumors that unilever is interested in acquiring scheringplough corp s maybelline unit are widespread,0,O O O O O O O O O O O O O O
unilever wont comment schering however denies the brand is for sale,0,O O O O O O O O O O O
the presence of unilever and pg is likely to increase the impact of advertising on cosmetics,0,O O O O O O O O O O O O O O O O
while the two are among the worlds biggest advertisers most makers of upscale cosmetics spend relatively little on national ads,0,O O O O O O O O O O O O O O O O O O O O
instead they focus on events in department stores and pour their promotional budgets into gifts that go along with purchases,0,O O O O O O O O O O O O O O O O O O O O
the most dramatic changes however probably will come in newproduct development,0,O O O O O O O O O O O
that figure has been inching up for several years,0,O O O O O O O O O
as the trend continues demand for massmarket items that are high quality but only midpriced particularly skincare products is expected to increase,0,O O O O O O O O O O O O O O O O O O O O O O
the packagedgoods marketers may try filling that gap with a spate of new products,0,O O O O O O O O O O O O O O
unlike the oldline cosmetics houses unilever and pg both have enormous research and development bases to draw on for new products,0,O O O O O O O O O O O O O O O O O O O O O
pg in fact is noted for gaining market leadership by introducing products that offer a technical edge over the competition,0,O O O O O O O O O O O O O O O O O O O O
sales of its tide detergent soared earlier this year for example after pg introduced a version that includes a bleach safe for all colors and fabrics,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
in the s several pharmaceutical and packagedgoods companies including colgatepalmolive co eli lilly co pfizer inc and scheringplough acquired cosmetics companies,0,O O O O O O O O O O O O O O O O O O O O O
industry consultants say only scheringplough which makes the massmarket maybelline has maintained a meaningful business,0,O O O O O O O O O O O O O O O
colgate which acquired helena rubenstein in sold the brand seven years later after the brand languished,0,O O O O O O O O O O O O O O O O
unilever already has experienced some disappointment,0,O O O O O O
the massmarket aziza brand which it acquired in along with chesebroughponds inc has lost share according to industry analysts,0,O O O O O O O O O O O O O O O O O O O
the ritzy world of departmentstore cosmetics retailing where unilever is concentrating its efforts may prove even more treacherous,0,O O O O O O O O O O O O O O O O O O
in this niche makeup colors change seasonally because they are linked to readytowear fashions,0,O O O O O O O O O O O O O O
because brand loyalty is weak and most cosmetics purchases are unplanned careful training of store sales staffs by cosmetics companies is important,0,O O O O O O O O O O O O O O O O O O O O O O
there may be a truce in the long war of nerves between the white house and congress over how this country conducts secret intelligence operations abroad,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
after years of mistrust born of watergate past misdeeds of the central intelligence agency and the irancontra scandal president bush and the senate intelligence committee appear ready for now at least to trust each other when it comes to setting policy on covert activities,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
if that attitude lasts it could infuse covert action planning with a level of care and confidence that hasnt been seen in years,0,O O O O O O O O O O O O O O O O O O O O O O O
over the past week the president has agreed to keep the committee informed usually in advance of covert actions and to put key intelligence decisions in writing,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
that wasnt always the way the reagan administration handled such matters,0,O O O O O O O O O O O
mr bush has pledged as well to respect the yearold executive order barring us agents from assassinating foreign leaders or helping others to do so,0,O O O O O O O O O O O O O O O O O O O O O O O O O
congress never fully trusted former cia chief william casey and national security adviser john poindexter to honor the ban,0,O O O O O O O O O O O O O O O O O O O
despite objections by the cia mr bush also has agreed to the establishment of an inspector general at the cia who would be independent of the cia director,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
in return the senate panel has dropped efforts to enact legislation requiring the administration to inform it within hours of the launching of any covert activity,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
it also has removed a ban on cia use of a contingency fund for covert acts and has agreed to wipe away some tortured and legalistic restrictions on coup planning put in place to ensure that the cia didnt get back in the assassination game,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the new understanding didnt just spring to life in a spontaneous eruption of sweetness and light,0,O O O O O O O O O O O O O O O O
it emerged after a rancorous display of oldstyle intelligence politics that followed this months failed coup attempt in panama,0,O O O O O O O O O O O O O O O O O O O
the white house used television appearances and leaks to argue that congressionally imposed restrictions on covert actions made us support for such coups difficult,0,O O O O O O O O O O O O O O O O O O O O O O O O
mr bush even disclosed privately that one reaganera deal with congress required him to notify the odious panamanian dictator manuel noriega if the us learned of a coup plot that might endanger his life,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the president also hinted he might veto this years intelligence authorization bill if it is too restrictive,0,O O O O O O O O O O O O O O O O O
intelligence committee chairman david boren d okla and vice chairman william cohen r maine for their part angrily accused the white house of selectively leaking classified documents and trying unfairly to shift the blame to congress for the bungled attempt to topple gen noriega,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the white house got the better of the exchange but took care not to press its advantage to the kind of constitutional confrontation sought by conservative republicans who dont want any congressional oversight of intelligence activities,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
instead mr bush and his aides made it clear they respected congresss role and felt they could work with the conservative mr boren and the moderate mr cohen to iron out their differences,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the senators responded in kind,0,O O O O O
sen boren happily told reporters that there had been a meeting of the minds with the white house and that the committee had given mr bush a clean slate free of the impediments imposed during the reagan years,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sen cohen said the relationship has reverted to its prereagan character,0,O O O O O O O O O O O
there still are some details to be nailed down,0,O O O O O O O O O
